24959	2588	36830	12862	34938	41109	47171	33379	26744	18726	
7989	21453	33385	22369	21425	37195	41225	29350	49162	9858	
8450	14315	15904	29295	37385	17540	43626	3842	28618	25476	
21463	27185	47765	3646	32776	16489	30753	20925	24472	30967	
25082	46692	22560	22802	28498	46955	49911	46	25840	12026	
37122	2845	18752	47492	36339	23089	28480	1095	45499	43677	
9348	37898	16768	26993	24862	42807	20597	23193	30671	39774	
37078	36073	3241	18195	31134	6931	625	25907	21086	7180	
26674	6245	7732	30586	9309	40696	40722	19225	48681	47365	
8237	35186	1623	48237	30844	19425	8580	48051	18517	5296	
41336	2503	45842	48200	28042	16922	14782	10651	39961	25642	
24062	5834	39040	2472	49674	2043	25662	35365	2384	23067	
7939	2384	10971	25662	48441	9172	9314	19443	14083	22332	
7442	26082	42311	9932	49838	16702	8839	17544	41016	27608	
21545	17638	36094	19083	40082	17433	15306	39262	2469	30279	
22438	47917	6345	8947	12085	17326	1795	23927	20176	6617	
8585	41421	19237	5709	40455	9451	24823	20350	31568	1321	
34619	42794	23805	22251	45925	15138	28643	4686	20103	19269	
32843	41128	3091	45856	48531	41459	3673	48619	38479	13082	
32605	25046	11653	25537	206	42682	32061	22093	41851	35157	
28931	11630	38008	3066	27632	17256	34209	13865	7307	34145	
38644	25267	49777	47414	16116	24408	42320	47051	44819	25185	
7657	27543	49436	23616	37132	25922	18172	43559	29865	48139	
48214	46375	48020	24179	20975	8391	41208	3307	23693	39763	
423	44171	3945	6947	6294	31348	26280	4179	4760	15326	
14374	14427	41555	32384	8051	46795	33870	30266	2956	46010	
29131	14690	10029	19179	45239	7150	19537	46648	30575	48049	
35755	30004	6827	39408	17256	40994	33261	38522	5269	27196	
17395	49137	47688	40556	7497	44952	39487	36571	34304	28576	
17234	1052	28644	37586	38740	36410	3878	48312	48351	2548	
41552	19986	36647	17255	5692	41891	17963	47709	38933	32842	
34616	23975	23920	48940	41233	6351	41633	35873	28877	18057	
42946	21845	49133	47067	1452	23847	43143	18253	40341	37132	
33519	13267	34612	29808	15174	38527	33231	46316	42140	44298	
28085	39850	44351	5938	13637	1844	26162	49564	21762	12394	
41565	25468	17077	33742	16787	1712	18470	43295	30020	5668	
10033	40440	41711	37667	13139	28257	32694	2343	19623	37965	
42404	17033	44178	23235	18347	35713	20660	9150	12660	32090	
35484	2096	34826	34440	18292	49376	44371	25644	20596	37818	
32607	49323	21458	13521	22041	32546	15781	20022	10284	14058	
34990	41492	44460	4754	14505	7600	48403	35277	45086	39741	
41557	45065	1683	21349	9132	6437	27238	29880	34871	17813	
9657	27066	34304	21477	24595	8567	23173	30887	21208	42478	
18050	34068	6946	11313	32063	22431	24643	47159	9013	49394	
37381	10555	19427	12588	48024	40731	44065	35600	43943	27770	
2113	11504	37672	3613	4206	20813	27197	19814	22114	11176	
14375	45082	44474	38116	33971	36052	35467	7396	13800	20363	
29269	43660	41042	49484	46840	37198	8220	18793	1015	2417	
1918	34913	5064	32438	246	17275	38501	30777	38000	5167	
9062	39948	29383	12764	9341	33229	37484	17341	15546	18272	
40758	49147	36104	58	13438	25147	13880	37101	17819	17427	
11562	32578	26335	26580	19712	5079	35869	16933	38450	18507	
39320	17126	42800	41498	27312	24749	38303	14041	24672	22277	
18165	1382	1987	11124	31873	19310	25284	13218	33463	40864	
48018	16474	42295	45456	48188	32658	11493	25633	33841	47730	
49250	24153	3658	45242	31061	4859	331	11417	26631	4406	
23003	20083	9013	35450	43020	24946	7018	35168	29174	3615	
27338	604	37133	18155	8679	35117	8316	9885	18189	2512	
