14854	20961	4461	48346	16017	15816	47400	16682	15265	46652	
23347	65	39223	33401	39805	11667	33200	16072	6054	25471	
49690	16752	48165	35271	7526	24396	47294	31143	45137	1209	
45375	44597	30638	2010	44281	6165	18733	38362	8554	27738	
13488	46860	31744	40633	26897	3419	22003	5588	26036	21096	
39342	2190	40718	21964	28759	15788	35531	30873	35100	29511	
21186	13277	20082	5170	15327	14539	6949	2595	46160	20325	
230	44693	27268	24128	19616	36182	5943	33940	33576	38693	
21563	4556	31697	38242	48297	7740	33885	28744	46283	33924	
14943	8092	12084	42194	37890	24253	27998	40174	26716	15228	
42391	46612	609	20633	38538	25971	33577	27468	988	2892	
14826	9998	10066	32390	22798	2992	7899	38558	10117	24816	
36433	37599	4158	39888	47045	40017	43900	31500	41634	45475	
13959	8013	9474	15348	16732	43940	7615	49792	26667	47156	
23069	41299	28318	44462	30798	46676	15502	13654	16270	42790	
38103	46173	25927	41631	35011	19348	4367	5859	24454	5695	
19745	49817	34232	17668	32058	29379	4946	46741	31318	34032	
16334	4864	10895	19261	43963	2262	20643	24789	27760	7027	
39360	38373	45130	6242	10288	45613	17746	4483	35498	40821	
20156	22013	3354	24314	46215	37609	44539	49170	48101	18059	
19371	33500	23867	30243	13984	46937	43115	15034	27151	33876	
44384	46567	34503	9439	47659	26482	29078	29488	31611	5664	
15476	35622	45208	26571	26531	15745	16798	41458	46422	7860	
25630	6724	43319	7827	12811	39954	18396	34594	44932	3859	
5793	24996	26029	20499	25158	1147	9441	39590	13689	18682	
527	32539	160	14124	40940	16400	14457	33578	16047	294	
35270	37925	14124	47481	30508	14739	38716	12952	36982	39333	
21023	39404	34993	4858	33218	19664	39824	32233	20361	27916	
48228	7051	18991	30614	29189	10323	40918	18225	12631	26213	
9088	3226	32990	43755	20392	16431	44778	27887	8864	11167	
16091	28514	47280	47956	18432	38863	26663	47195	35891	12406	
27777	1017	41729	21519	22622	35117	25396	32776	42927	14401	
41324	26226	36972	2012	33795	2657	37684	45931	12472	14996	
1153	2176	21652	44918	12020	5493	43809	45208	34103	47956	
45115	521	9858	19309	44054	16914	38820	4347	40702	14046	
9752	11427	9642	38993	891	47849	22323	32652	5894	21907	
17015	15610	5175	36386	24820	37860	25664	48702	42732	31940	
36702	38990	45661	27930	17402	34230	29934	35981	38316	3682	
13639	28145	36360	11742	3229	31069	45448	11808	45753	22658	
31600	11138	13734	40769	31080	37618	37096	24624	46796	9948	
42454	5318	4210	836	42640	24562	16906	19080	40202	31648	
28843	2600	38427	24738	6913	38741	27962	28816	34294	31495	
48726	19267	43106	39378	4013	6042	18312	16504	27616	32012	
31196	17267	11696	25787	10623	41468	45378	36195	37877	21393	
27628	14170	27592	26300	45821	3093	35607	47371	14030	20107	
24175	23029	28733	32637	7574	2806	32159	31831	33364	5667	
48670	9730	30781	21860	26976	28051	24966	5268	20203	21652	
41681	19944	15826	6378	22842	48394	19876	18574	34245	47797	
46562	41593	25316	15607	4481	31288	2914	34974	18387	48135	
46567	15506	11937	42781	6349	15980	4091	40875	8941	26614	
46078	26102	42853	18643	24004	46157	34009	48162	39990	35023	
37785	19022	25737	8760	20663	28864	47861	3559	43249	18927	
11089	17328	36933	8714	36709	14692	35307	48215	31706	9772	
36446	44759	41574	5369	40161	7798	35884	6324	30472	40463	
17413	28723	40842	16741	6139	35490	39933	3655	22762	42144	
43495	14733	7527	39323	43976	1960	8270	7577	28863	27769	
11065	5828	48235	23070	22908	12544	11091	48227	43202	26048	
49590	32623	16295	936	19747	25697	49086	7215	17492	23018	
49937	25013	26142	31482	23563	45129	39456	22397	12686	48472	
38466	24613	32438	28689	39167	27147	4792	22232	2788	47279	
31659	13839	49665	27382	41336	24377	5966	26719	35069	2546	
18245	17468	10592	40264	5624	26627	28907	31577	35063	47193	
20783	23507	45855	40428	1779	9801	37695	21138	15237	16238	
43643	24220	44223	2860	17097	1799	42452	15027	21777	13666	
36268	30416	9866	32259	20063	45959	1505	7427	15406	39631	
22828	4296	44096	35178	22332	42057	32393	12308	3379	36101	
39382	33703	20851	37543	23617	5565	12536	13526	15907	10513	
19916	10247	18886	15846	906	13998	11587	35234	24523	45852	
16124	33497	8692	17007	29491	42093	41532	30386	26283	49739	
29671	23522	2640	38516	10710	21079	31048	17015	4970	45518	
45052	23122	23765	8796	8960	29036	9009	47888	12203	14482	
23743	33721	40671	22679	39467	4547	48030	34967	419	6805	
36894	46088	49402	47531	12131	49775	47508	7793	31834	37449	
49253	8236	41654	31009	30651	13943	22581	7314	12948	2539	
31183	3947	32294	44176	49949	19540	43157	18053	1995	47783	
28548	45116	43303	27032	31878	48359	37335	15288	26666	12287	
14166	7612	22359	12761	34244	36673	17124	44515	18438	15839	
16829	7922	16507	24806	42421	39751	4947	30942	21624	38400	
29185	23122	4714	20430	39183	11563	23420	25254	32598	44627	
1988	26428	26544	19201	5273	38905	27225	30188	38706	32035	
47028	49649	40905	26271	46277	5158	8767	1036	15965	8567	
44678	2331	29829	44144	31228	41190	20859	33847	26413	24146	
8262	46511	32950	14784	3323	45097	15424	49571	15713	17630	
40217	10973	44056	41830	39478	30909	42723	33652	34958	37698	
31083	22604	22457	17712	34303	1516	33240	40794	16338	28211	
31648	47080	20024	4474	3030	26829	13278	42304	20929	11894	
36177	10079	45325	37540	47320	9877	39160	22843	16340	44720	
31411	32970	16696	19945	37644	47380	7879	24357	6225	18263	
22990	47022	17842	30134	28186	3102	39223	19488	18431	27985	
44075	25896	32012	12967	29186	21165	15986	31500	13508	5599	
8831	15040	28745	2458	23549	14571	22237	47707	47460	37023	
2174	26688	39821	39583	18940	23794	16510	7494	23687	35867	
49932	46616	32993	42313	39788	49488	34895	49161	171	5836	
24840	21756	31196	28744	44930	48229	25950	45259	9639	49443	
4678	30188	33093	26783	8997	27536	25542	24683	5547	33075	
42721	29667	13905	43829	20064	29935	48672	19515	15995	34120	
27973	47465	4416	19407	36112	24927	9064	49104	35658	5841	
32354	12098	20934	34077	42795	1879	40853	45329	28116	22317	
45267	24319	42783	35437	6209	24290	4512	23946	27644	8706	
23307	40386	48044	39562	27560	47659	24084	37840	13828	12508	
20452	7648	40545	47361	49020	6965	23283	35417	24212	2112	
43346	9299	8426	15073	24195	39377	15434	10417	2274	16754	
34704	27241	11687	45205	5617	11836	47327	16015	33615	41208	
2052	29898	41919	37456	14795	23340	9482	12478	12351	28545	
32129	1458	1428	7126	24155	8207	17883	49737	20646	23696	
47485	25666	34483	10910	6535	29726	24022	23338	34614	49661	
34424	26425	41679	24694	31666	36010	21535	34553	18611	25640	
41272	32882	44686	43880	36679	4661	3544	18983	31964	38138	
12475	9765	41404	373	12479	27357	16021	20815	14427	12982	
33926	26192	32597	28809	35132	45211	11407	656	47644	37116	
18581	12449	21975	37986	16642	46389	5111	41820	17671	44895	
30022	19348	27653	35938	21045	20987	35547	14724	47601	30337	
45903	25688	3425	36067	43611	17917	27021	22258	7183	30018	
20859	1747	4346	34238	1108	1824	15431	4920	20751	37182	
5205	8044	22028	17063	14918	32492	38367	47446	39677	49883	
22201	32287	46542	29449	20013	46374	10967	49095	48837	20107	
33129	47986	30197	23133	11707	34691	19076	3511	27143	7296	
43576	26843	36760	3166	46865	29744	48597	11782	7561	19692	
13891	36386	683	24442	7165	157	19464	25395	6136	26023	
16705	10734	16159	32428	15384	24503	6712	38710	34342	9789	
24149	222	41119	29558	2034	19850	45220	13578	32959	36220	
47420	12372	7022	48994	12557	1215	10107	43855	2805	20698	
1859	48605	26002	34304	32090	12794	34778	42358	47525	24671	
32616	37306	7793	18248	10005	2131	36002	10531	3537	27767	
3776	11114	41817	5034	16909	18356	35935	36525	2676	8797	
12464	3382	38623	16383	48485	13590	11145	6711	14585	12725	
7555	17193	15373	39668	11051	6761	17805	38048	17160	42778	
41923	41025	27972	39337	29530	4278	17029	2453	29367	34471	
29293	12773	17168	43566	30272	5261	32256	22057	960	29981	
36165	21815	16212	41682	27016	6044	48043	40124	39524	46951	
