34095	7313	15378	35913	29150	19629	43456	47626	7942	36889	
5990	550	11097	3808	14662	48930	14319	7927	30358	32466	
24627	31999	46433	1352	9945	6321	10	40162	9426	27882	
26153	30201	31259	778	16235	5742	29335	49208	23764	1830	
47347	36716	40429	9401	25492	13367	23564	2940	44998	4021	
27378	39876	34435	31956	40229	43034	28435	21717	43717	606	
14976	42856	429	4342	49495	42149	14291	20249	2512	18392	
10367	36811	12424	30255	20398	39690	11635	28950	21274	43288	
30723	40431	14354	13899	26253	15371	31867	39395	46556	24983	
42734	25370	15630	24691	48955	27453	49008	1128	40133	16040	
20957	7158	33674	17455	37346	29694	16741	46902	31940	13753	
48402	21378	48084	16203	11379	24418	47997	43633	22274	34393	
41268	19068	11098	10534	2482	48075	34335	634	26741	1036	
23181	24178	18899	17996	48972	9071	32827	13674	32872	374	
32551	49704	14639	44099	18913	49074	7752	31351	30640	11316	
49120	43124	32284	9243	33054	11738	26741	11216	8879	14471	
13134	505	14498	49729	24163	26610	42347	3523	3347	22144	
3532	6034	5522	973	28201	12067	25678	45452	34314	46710	
49898	32273	225	36687	24821	34779	40599	32530	10951	4376	
13724	48046	44063	12360	17700	39970	32049	18748	5034	204	
14564	29085	47483	49709	15087	13713	11972	39578	919	11186	
48952	5027	23041	35409	9263	18278	10397	41839	37743	33699	
49330	47131	27475	32344	17967	12751	44858	16203	32914	46127	
26682	47856	45832	46891	17503	49062	9926	7363	32261	9575	
43527	26577	31285	38214	27980	4117	10013	3725	19631	2968	
35507	29287	9370	38832	10178	27080	1786	11874	13051	5293	
11709	23174	42391	3928	10725	46222	44776	43213	25850	33446	
9552	737	40649	18714	49695	133	19256	11575	8387	33646	
26867	32329	45206	5290	15968	25083	20099	28883	18589	39079	
46876	211	21346	24142	2253	13699	1602	3516	29271	32820	
13155	33079	18997	23387	791	4452	24959	35583	26919	928	
45165	26546	20296	24612	3084	34767	37002	16392	37823	18191	
48744	24866	34078	24606	37652	4110	20619	8030	36526	34081	
26199	38586	29239	20651	40710	25167	44817	32073	2390	9157	
37221	10545	31819	971	46856	45282	30796	18081	47428	7622	
20393	21650	33197	6399	40793	30844	14502	33856	214	37570	
11744	217	49231	25739	34644	33365	6169	717	9418	3352	
26304	5111	25336	16532	41600	16165	16711	22793	6947	5095	
45746	1620	6302	17761	27734	6140	25443	1249	43152	29384	
7986	42469	28456	9660	42447	616	6696	28071	33325	9240	
25994	26302	19692	35536	1842	32824	28436	29233	837	26920	
25696	5483	5116	24860	17776	11133	44368	18128	58	166	
47231	45348	35222	16062	71	46032	18207	45382	20842	12851	
28976	26310	19485	18720	49232	7454	27441	32999	48951	22319	
44037	29148	27534	5285	23314	23439	48607	8781	15459	28693	
49204	44057	34839	48715	29637	43001	42599	49009	24393	3520	
44428	45499	726	24213	38836	41929	34645	46108	32989	390	
16877	5775	18381	42534	1279	37481	26451	22730	1314	5278	
20515	48136	31509	34784	15503	13796	33553	41825	47478	34419	
44351	13685	16287	4099	19945	19830	4190	42002	36107	31241	
18883	43542	18481	15989	45413	39000	32255	45948	28457	9352	
47685	1652	10810	23928	45893	13149	49258	19747	4150	32892	
15256	27356	12800	43044	27816	32201	17333	8683	20193	41624	
31968	47748	23656	1884	44070	20070	17932	40651	38421	9238	
14587	34933	48942	37263	28064	23269	49778	13353	11154	24152	
31771	45394	13890	4611	41913	46546	12216	12739	42008	5775	
40634	29537	36411	21726	34937	36379	8403	32243	31161	25560	
8949	35348	37213	49653	48784	42089	37486	44749	46184	29258	
48020	47515	14104	14816	9767	6947	20663	41505	23258	26349	
19441	26601	18248	21861	23287	30430	6770	46538	33793	20417	
10239	35571	46020	26141	21747	49461	7019	29054	45142	39250	
3000	42744	15730	17520	25908	29264	48797	17977	35591	29258	
24990	24571	10753	15415	11053	23516	14418	49717	16831	42225	
31951	5090	33237	41539	31678	39513	12544	22577	11662	35856	
3195	37201	35520	39998	49433	21590	48421	46588	3880	21606	
17510	19653	42995	24009	13389	3519	567	48384	36348	6710	
1829	45184	49899	37488	44477	10134	46324	19803	6542	21023	
18213	13077	8474	35554	35852	42818	22027	43623	14080	6272	
8132	29166	43592	34363	4067	11307	15161	9392	38498	35425	
4046	26203	49445	3796	12624	21563	30910	501	40998	19809	
42093	9267	40144	23324	2145	38250	44878	37735	12852	14745	
39269	16477	11852	38144	15782	45125	27522	21057	41289	18149	
12009	15832	37070	30149	5815	29063	35515	37480	47871	48614	
12440	48992	19637	5615	35294	27942	45139	6206	27456	34700	
44626	9087	21005	38360	37344	41298	48839	24510	22348	10538	
22868	16706	21837	45567	28700	4874	42572	42974	38818	31217	
4525	13362	32463	39614	32542	4549	45324	26995	33771	22148	
6999	42135	26272	46737	7145	40490	38831	7011	1216	45447	
48480	18944	32953	41295	35111	11055	30226	7967	28499	20840	
6726	26425	20240	12314	16604	14295	39936	1645	5394	46296	
4426	48230	22442	8146	21879	841	47529	49585	40406	32294	
36767	9311	35269	24455	5422	22103	7858	32354	24208	5611	
46140	17520	47216	47867	9597	22533	20628	6241	81	44076	
31648	31050	12425	36936	11856	46095	12092	44210	12189	22164	
39387	27246	49055	26536	24671	6120	16575	36671	41042	8080	
32276	15548	12235	42977	23101	8223	43028	44098	5039	31968	
20844	46673	15121	37414	39144	7218	22104	13157	32459	47978	
37701	41597	299	2277	14296	24249	43613	8064	28637	29876	
47499	36696	17161	19041	23510	43307	1063	2518	41156	6145	
29828	23363	20107	39997	6024	33392	11515	17665	17949	32759	
29652	2896	27843	30136	3710	23678	16842	28803	35664	46736	
35356	19870	29149	13625	43434	41719	15715	13758	41158	16451	
31176	26942	27365	43765	22777	35466	41245	38948	4596	46108	
22732	22822	2594	29062	44502	32605	48132	35428	3039	17999	
28639	43217	26704	32360	43691	6648	4953	49192	8980	31071	
32703	36501	12482	6131	43741	44073	40402	2947	859	28639	
18037	15658	15687	8595	42942	599	22272	2072	40458	46960	
44746	18089	47208	20119	26140	13736	24943	38999	23859	1460	
38527	49155	32672	43013	17115	28604	15960	14841	49680	6343	
38238	10790	42360	32049	16483	49135	33652	32339	32764	46495	
40975	36920	39455	49051	2219	9303	33679	22321	743	41202	
18558	8225	25595	36448	34652	22307	29966	5293	39712	32263	
35126	31880	19332	16117	41690	11139	16393	28548	20423	23993	
9242	29762	18835	15084	42094	326	33936	27819	31521	45697	
41757	12513	25976	24047	12931	382	40669	41578	27970	24245	
20292	6081	33124	22597	43447	28220	48338	25432	32153	34482	
31081	22724	7338	46545	47628	8153	3718	18795	41193	19658	
46077	18168	10205	24613	17640	10198	27689	40453	40635	39135	
32636	41244	3698	12528	29249	25499	48368	48010	5193	34080	
27873	36049	26146	4918	43343	43872	10559	24131	1227	5354	
12416	6042	36212	31765	4048	48207	47723	32392	14088	13094	
32353	22351	38979	46273	38107	20431	44363	1333	40829	22404	
18158	17944	36764	4622	1631	33303	10669	14030	17563	24859	
2212	22522	28852	8520	28705	7748	8446	44218	24267	32786	
31299	28600	1761	44930	44424	17144	26674	18	514	41574	
22165	45585	45791	43381	34784	45536	29041	33086	33844	5798	
40504	6998	34540	32039	18894	3585	33891	7123	29884	42498	
49000	44417	32180	5634	31329	3143	31943	38676	35761	3975	
12240	47974	48257	25927	1314	8068	40396	43765	21064	27679	
35259	5923	24739	44649	2033	32235	26463	27832	26920	6127	
13437	32608	38464	27109	9520	23193	47472	15567	8505	34274	
3306	8851	14294	45465	32007	29740	30792	27468	26387	37701	
7515	9917	37853	9329	42652	38346	5329	43461	11390	15499	
25697	36907	39977	24262	27310	43750	37529	45339	21218	6247	
43478	44282	27866	9367	26290	4276	1648	34203	8464	34676	
25209	34304	18708	32140	45470	38347	19686	17127	26730	42386	
35611	28803	12318	38012	43196	25760	8745	38525	14850	34657	
18850	42588	45706	23026	33541	9161	41887	35929	43569	17961	
24013	27588	14439	38503	17928	36693	32770	34540	41770	37154	
5948	19888	40265	13192	3083	41614	9620	5419	48140	10562	
41311	6388	24434	12870	13419	24195	46003	2384	28492	14044	
18260	48149	36626	24382	49850	3305	33148	43809	29265	42960	
7463	15272	21846	15917	36034	40500	9410	44403	46582	9642	
29000	2439	19642	16000	11520	42377	43229	44481	11442	42459	
6039	42132	1150	35009	48221	32854	14157	5370	24924	49139	
2893	922	9525	44585	12068	31982	42602	27985	3660	7053	
11911	18852	4969	29538	9803	17429	12522	34007	31174	13533	
6525	27016	48938	35170	20326	9638	37537	46125	44290	26604	
14051	45892	33093	12341	45827	43359	18661	3280	30269	36682	
29879	24601	25177	5755	21124	10059	49075	38362	41589	9972	
24673	38497	21897	15623	32782	31688	47919	20479	5383	11627	
42300	28515	3080	38516	32865	19863	7724	24743	35248	13312	
45003	19717	21795	45313	9506	31679	29506	43401	34213	3388	
6409	1966	2344	49219	41932	47963	706	15604	32804	39921	
45582	16767	15230	17243	24458	10184	16116	18889	42163	27784	
25197	37019	34682	30223	4394	11855	31414	49588	31865	25404	
43692	43957	33491	15524	6159	45024	20503	24865	30114	22620	
7951	4803	25184	24936	4137	18852	12645	28099	18738	43859	
40823	34988	40992	2266	35596	24325	41164	29938	39562	3340	
31986	16298	45386	721	47477	4172	38693	39921	162	16271	
24495	15305	43719	9511	12822	41500	18302	21370	24993	33111	
3157	28928	35311	12206	47988	2136	36698	29600	32594	11977	
5949	11563	38628	45240	4550	4780	48689	296	22556	15571	
16440	47242	2326	26191	27740	18768	16525	13883	22680	42444	
27030	20061	49762	9012	36168	4001	32450	3406	49417	37953	
7296	6631	42592	6815	16937	38084	24427	48960	43780	15978	
35000	30593	21060	36722	30778	3701	21655	43170	41197	35489	
41419	342	29227	34872	2938	38367	4947	49158	42699	19981	
13438	22553	44152	23770	11643	3376	48804	45592	2000	41925	
46469	48601	39831	41394	40826	9706	36954	16980	859	27084	
18123	12730	34695	17623	29172	43118	12559	48161	37200	7148	
10520	22484	949	46694	22754	33768	11915	30636	11426	23393	
22937	13088	46544	40720	13589	29428	18671	37412	43228	16057	
32662	45457	8718	26596	30053	41539	42533	34076	9456	7684	
5190	44909	32254	7681	44479	27045	21920	6991	31531	22165	
29665	29887	14893	25695	7242	20111	4933	29663	34715	4115	
42313	31350	34597	43263	23830	3658	22442	19996	8935	30939	
19286	38042	16120	1198	863	32583	26598	510	11884	11037	
42694	12027	26646	36904	25462	280	13914	47170	24949	16849	
20974	44166	17487	4258	3600	19443	42226	41786	7344	22715	
42514	40679	40295	12395	4379	6377	26423	8554	11175	25236	
42036	25047	44024	11369	17819	31969	2884	34476	23789	29729	
5042	39498	1144	7831	36474	9159	2331	48368	7620	45271	
17916	5909	5746	48012	37866	10345	41458	4102	37916	5970	
16929	33840	23920	35381	27885	8025	37920	29779	49522	23912	
3814	33000	12591	46051	19407	32748	24250	2880	2579	6517	
28316	41156	11148	12557	33765	44219	15409	48867	7774	41587	
10261	16586	17172	39782	37289	44785	18347	4822	3471	12330	
35930	2380	16331	5917	28991	11163	44081	47442	24729	8044	
42218	23429	29159	22718	6348	29058	15422	40319	23824	26316	
15041	12573	46304	2941	1337	44610	11714	33838	41059	6288	
25805	14394	10537	37730	13628	19620	24820	22652	22031	10397	
32579	35239	12834	42978	49291	16763	25418	42776	33931	46947	
1583	34185	49405	46370	36540	30989	38326	40074	21119	41605	
319	34886	30525	25197	19925	14701	31992	15885	30481	34100	
49211	43783	6358	44488	3016	19159	7144	35279	13402	4015	
4131	33857	46646	21812	44768	22797	3833	18590	43095	10836	
33625	7631	22172	32672	40837	26596	49329	45130	35336	21199	
2451	14856	32684	1644	24245	32348	38851	14915	46288	16298	
40065	20616	20727	8636	38048	39144	42968	7558	7180	34539	
31985	38959	8984	2525	41530	9761	32470	9736	9822	48949	
17859	16742	15056	49793	37522	27109	16990	20730	3734	43757	
18760	47056	30165	8728	12736	2902	48550	5662	24780	18382	
48305	14095	27526	10882	36443	33966	24143	21271	42940	4308	
28365	28389	16264	23796	13002	32056	256	17597	35890	7320	
24697	21613	13031	24380	31051	16118	42142	46455	39907	24503	
25815	37421	39545	41283	23542	34404	30850	5047	8275	45982	
10109	47007	40767	38537	36326	25017	18571	13588	23086	28300	
14501	38579	18943	33715	34907	4459	25930	38983	1141	18719	
45149	26210	39445	25795	37534	10339	6740	4259	26642	34934	
5873	14428	47039	24492	16368	40082	20808	15142	42230	1521	
35564	3799	908	24822	3943	40590	7700	15912	10853	39397	
9102	30671	41608	23047	10586	10580	11497	44035	5267	16824	
19655	35659	3483	43995	17533	13573	46688	28139	39492	18724	
6773	3898	34339	33517	39952	15423	11897	29990	2805	38746	
36794	7733	6020	22947	38353	4683	12016	10556	43071	26569	
32058	22836	49276	1613	6461	44798	12378	18937	17956	6639	
18823	10975	1066	37817	40651	12300	7606	11353	47868	12793	
11417	19642	21867	327	30736	17177	23394	46662	43072	43293	
42380	16315	6021	48271	24597	15237	9853	4837	33117	41054	
30083	19189	38225	7923	31688	46052	12599	35064	13646	30644	
5544	23756	42848	19429	44474	17443	15735	25105	40373	28662	
12126	19021	3332	42560	17101	49395	45579	26000	49520	12691	
30650	42460	38499	34353	38720	49683	40994	16679	41802	28132	
6477	47769	33134	37047	4478	26703	37914	16621	1284	11600	
16148	630	35461	13145	39464	48276	43020	9411	9455	26656	
35777	47861	6900	11325	14073	6515	33660	47806	20278	48528	
11005	12681	16161	49133	45266	9998	29767	5458	43310	23225	
49369	20799	16625	8490	4805	10957	6409	4183	13040	18103	
43911	42700	21611	43317	20888	40251	45681	29632	44143	3666	
49530	25242	45655	5701	13873	6038	44880	31900	32971	35327	
19249	42835	29822	20914	3044	1166	37345	9619	33791	21562	
41559	33994	5548	15654	30553	41885	19182	18937	32775	28841	
13800	38406	8136	21301	46317	44099	30644	40519	13202	45211	
36762	41791	46763	31207	18218	7061	18522	35981	30347	1942	
43286	41752	49178	35744	706	32546	21650	391	9842	25019	
22585	43980	26937	18202	35742	44040	36352	36425	9206	1058	
29163	9351	22141	31595	9684	17192	49453	45736	34587	17340	
36404	4164	4616	48455	8073	45166	26858	2609	39992	10703	
37344	38513	44017	27688	27191	39243	42989	22282	46796	41586	
19034	49326	7531	32822	7840	48440	3509	42950	40909	1375	
14810	33487	16685	16394	33141	42357	21910	525	38170	29570	
35741	19388	9191	43915	25201	27306	41676	41940	4008	46348	
39603	9733	384	42422	17600	35720	22693	18646	24663	16807	
32570	17338	25370	25608	8842	42620	30180	31776	12991	44266	
21849	11595	19311	45955	21601	30233	19920	38744	24831	42067	
21573	37064	35896	32555	13097	15555	22121	33728	3057	35425	
13023	32132	43660	6081	7128	34323	12838	39887	49068	41490	
26376	44122	6744	33275	3478	24935	22439	1952	25092	15628	
39043	27159	33692	30203	4982	33581	32467	34368	32839	49840	
39538	2963	11134	18707	14802	29501	27547	24561	29507	48960	
24577	26443	11122	15522	1135	41485	32571	12011	9227	15197	
42505	41752	6689	7139	12917	48881	8351	5535	39131	26771	
22896	34608	17316	42665	23960	15626	32493	1450	33573	32926	
26824	40931	23679	45401	49208	41039	28638	9674	12004	39850	
44703	35074	21454	10541	40348	27986	29648	14046	47673	26022	
473	7207	4017	3061	8155	11994	37702	20654	43194	38913	
47666	3764	24819	40298	42062	38525	16607	45109	19373	17449	
31285	25171	19388	14643	25159	21599	36699	27664	47577	6546	
21011	48512	8073	20540	26461	24041	48105	49710	32431	10101	
4409	35836	31869	2977	18595	12992	15206	8054	26895	13155	
27381	49894	2177	24407	45707	14973	31372	35481	12580	15063	
39974	20029	32455	15894	25821	11771	34509	23769	8412	47338	
26445	12609	29857	28930	35832	47068	1625	45712	46052	16873	
10702	3497	36199	8665	26900	15448	24761	15217	22202	14592	
43344	36196	2698	13185	15427	8946	20098	18359	1389	2169	
8754	23635	32730	20808	13993	7006	3035	14303	15852	28023	
17217	11357	48262	45110	27195	14788	27013	28398	14508	15513	
3430	40806	11079	46568	46395	15592	42731	43692	46468	47283	
23228	45077	8022	8484	13881	44935	5962	43736	27353	36791	
38956	13557	16634	15135	31722	42133	46418	3373	15511	14224	
26095	40035	34872	946	8138	11036	49143	32945	36747	5981	
5601	48539	3770	35148	6393	13982	8853	16826	10033	18195	
17698	28051	13738	44211	31975	37111	41054	32082	43367	8482	
29051	32938	2722	11879	14234	8736	40616	10019	6318	4839	
4044	43591	35389	30476	16718	7422	48463	27081	28723	11400	
28223	45582	4101	20980	23196	6460	47377	27105	49737	30847	
16786	21264	17634	21119	43114	44963	33058	11680	1770	1456	
38402	7332	35437	5659	41455	4178	8457	42290	24439	41648	
2405	30196	47703	29564	8439	22537	22940	46733	40695	24442	
40529	5211	44748	10638	25238	47495	9977	29060	43182	42731	
9947	11930	38814	3707	28083	44811	13602	3390	11964	38863	
35617	16842	2728	6596	31905	30834	31767	35542	5336	42758	
26627	11178	2238	36012	45920	5534	16172	29888	14889	22228	
17460	33021	35820	39505	23648	28706	44522	34803	44758	25906	
33396	36486	9850	48137	23454	33691	47944	17131	47930	39321	
43170	43262	2378	38882	35068	12056	32109	19267	44374	7541	
9840	24902	49808	34566	18738	3196	40507	30823	26128	24187	
9132	40619	34729	30299	26717	31161	10691	31059	45923	36860	
9879	32172	38915	1632	29021	46388	30299	500	29191	11154	
47494	12681	16136	13927	24009	18192	24634	23606	28691	31910	
43734	36927	29086	43413	6251	30059	37058	27670	12957	34220	
1001	39551	17994	8390	13392	44445	11395	49736	16161	266	
25485	23792	21042	22092	22979	43019	15042	33246	46249	44557	
33759	27665	37339	49121	27017	49800	16671	36040	32746	41821	
48256	3574	4450	40899	11897	32859	39765	19564	12193	680	
3800	9427	97	38972	49455	28482	1193	817	46164	33870	
2315	43169	23328	45153	19892	3750	29270	6957	44864	37262	
13861	25981	49738	4724	44258	22127	27190	46967	26019	48203	
5846	44717	8791	5774	12558	23054	42148	28731	10148	11174	
34579	35120	37223	30306	5941	29357	40218	27568	5844	42233	
23073	901	21199	43732	2314	8281	5957	5506	49911	49032	
32241	21913	442	7327	16904	7118	2790	7270	7277	43165	
6290	31185	21202	45011	46358	38493	37995	36392	46795	31549	
36208	45913	22044	1647	19686	24320	6059	39229	26828	23923	
27949	31368	40317	12417	27585	45258	33955	33745	28098	31814	
22619	12741	16160	43231	38673	15691	11824	45183	21086	49881	
38774	10044	24809	44037	19605	41127	8724	5899	44696	7299	
31895	937	49478	17608	46678	18473	37427	37333	10133	24040	
35466	37847	6511	6943	45957	20991	24809	36322	5101	37442	
47515	27128	2268	43268	34775	40986	22959	35777	38114	11031	
